CPUCount,edited_radial_points.0,edited_scans.0,job.cluster.@attributes.name,job.jobParameters.bucket_fixed.@attributes.fixedtype,job.jobParameters.bucket_fixed.@attributes.value,job.jobParameters.bucket_fixed.@attributes.xtype,job.jobParameters.bucket_fixed.@attributes.ytype,job.jobParameters.conc_threshold.@attributes.value,job.jobParameters.demes.@attributes.value,job.jobParameters.generations.@attributes.value,job.jobParameters.k_grid.@attributes.value,job.jobParameters.mc_iterations.@attributes.value,job.jobParameters.migration.@attributes.value,job.jobParameters.mutate_sigma.@attributes.value,job.jobParameters.p_mutate_k.@attributes.value,job.jobParameters.p_mutate_s.@attributes.value,job.jobParameters.p_mutate_sk.@attributes.value,job.jobParameters.plague.@attributes.value,job.jobParameters.population.@attributes.value,job.jobParameters.regularization.@attributes.value,job.jobParameters.req_mgroupcount.@attributes.value,job.jobParameters.s_grid.@attributes.value,job.jobParameters.seed.@attributes.value,simpoints.0,CPUTime,max_rss,wallTime
24,1084,110,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,971,1375,992	v1.0-uslims3_CCH-18968
36,1056,52,22,4,1.0,3,3,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,13732,10126,13798	v1.0-uslims3_EPFL-1366
36,1006,39,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,10,1798,83	v1.0-uslims3_UMassMed-4880
192,867,179,21,2,0.0,3,1,1e-05,1,100,100,56,3,0,20,20,20,4,200,0.05,8,100,0,200,822,36581,6780	v1.0-uslims3_Canterbury-2274
768,1355,66,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,32,100,0,200,111,37845,137	v1.0-uslims3_ChUPrg-149
128,855,58,11,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,2490,207681,6941	v1.0-uslims3_CU_Boulder-18395
24,1149,81,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,7232,2135,7266	v1.0-uslims3_IUBloom-3663
24,867,39,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3461,1107,3549	v1.0-uslims3_CU_Boulder-17333
24,845,600,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,21880,4439,21996	v1.0-uslims3_Aalto-10
32,958,479,2,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,31568,9574,31584	v1.0-uslims3_CCH-89075
192,1006,80,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,7951,55702,7972	v1.0-uslims3_ColoState-9941
16,154,99,29,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,231,569,642	v1.0-uslims3_UKN-36060
16,865,287,33,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,13135,1654,13137	v1.0-uslims3_Canterbury-5003
32,995,96,26,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,12818,2791,12837	v1.0-uslims3_CU_Boulder-6466
96,1085,59,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,4050,42601,4068	v1.0-uslims3_IUBloom-2533
288,1056,38,22,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,5877,118510,5968	v1.0-uslims3_ColoState-8937
192,931,148,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,8026,62724,8111	v1.0-uslims3_CU_Boulder-2665
32,1101,240,5,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1965,8457,2035	v1.0-uslims3_CCH-70772
96,941,201,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,22959,80774,22974	v1.0-uslims3_CU_Boulder-8200
128,1088,261,11,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,4,100,0,200,14345,373971,14208	v1.0-uslims3_CCH-34843
16,1127,80,10,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,587,913,1084	v1.0-uslims3_CCH-98428
128,741,61,11,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,1525,203562,1578	v1.0-uslims3_CU_Boulder-18921
192,940,119,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,5030,49308,5576	v1.0-uslims3_CU_Boulder-882
36,887,77,22,4,1.0,3,3,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3463,4371,3487	v1.0-uslims3_EPFL-1461
24,969,147,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,16464,2388,17284	v1.0-uslims3_CU_Boulder-1120
24,992,47,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,898,700,21438	v1.0-uslims3_UofL-899
24,1117,116,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,9389,2818,9412	v1.0-uslims3_UMICH-4081
192,541,774,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,6852,135207,7350	v1.0-uslims3_Aalto-1749
96,888,146,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,27003,74273,27097	v1.0-uslims3_CU_Boulder-12221
288,1038,148,22,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,6287,162257,6838	v1.0-uslims3_ColoState-8368
96,794,193,16,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,1883,28362,2006	v1.0-uslims3_CU_Boulder-12821
32,910,169,28,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,6813,1756,6830	v1.0-uslims3_ColoState-6884
288,982,104,22,2,0.0,3,5,1e-05,1,100,100,65,3,0,20,20,20,4,200,0.05,8,100,0,200,1016,135863,1254	v1.0-uslims3_KAUST-4503
96,1002,59,16,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,3809,30081,8681	v1.0-uslims3_CU_Boulder-11698
256,1170,147,28,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,15778,115961,15799	v1.0-uslims3_UMICH-2461
32,997,119,26,2,0.0,3,1,1e-05,31,100,100,1,3,20,20,20,20,4,100,0.05,1,100,0,200,631,1676,659	v1.0-uslims3_CAUMA-12784
24,970,69,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,4140,1658,4155	v1.0-uslims3_latrobe-1031
256,1091,169,12,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,10714,111516,10741	v1.0-uslims3_CU_Boulder-4114
96,810,85,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,19218,63059,19364	v1.0-uslims3_CU_Boulder-10083
32,1062,155,26,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,8577,4778,8596	v1.0-uslims3_UMICH-3439
16,845,349,31,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3355,1622,7072	v1.0-uslims3_Aalto-843
96,855,84,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,3602,30605,3618	v1.0-uslims3_CU_Boulder-4670
16,1064,156,10,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,92544,81048,307012	v1.0-uslims3_CCH-70783
144,958,180,21,2,0.0,3,1,1e-05,1,100,100,20,3,0,20,20,20,4,200,0.05,6,100,0,200,3781,23066,3782	v1.0-uslims3_HHU-1598
192,848,447,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,10906,111772,10964	v1.0-uslims3_Aalto-1238
24,831,138,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,164,764,214	v1.0-uslims3_CAUMA-27393
32,1050,80,11,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,600,5076,618	v1.0-uslims3_IUBloom-3796
24,620,186,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1833,1522,1866	v1.0-uslims3_ColoState-9656
32,872,37,11,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3152,5002,3203	v1.0-uslims3_unimelb-2001
24,510,600,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,13592,3661,14088	v1.0-uslims3_Aalto-980
256,866,101,26,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,662,59764,1008	v1.0-uslims3_UMICH-2431
24,778,198,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,40579,3775,40584	v1.0-uslims3_CU_Boulder-4886
24,766,143,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,529,1141,570	v1.0-uslims3_HHU-1546
24,1047,99,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,9852,2155,9875	v1.0-uslims3_IUBloom-2396
24,1118,84,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,6269,2371,6375	v1.0-uslims3_CCH-9013
384,936,39,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,16,100,0,200,799,32139,834	v1.0-uslims3_CU_Boulder-17381
288,724,27,22,2,0.0,3,1,1e-05,1,100,100,52,3,0,20,20,20,4,200,0.05,8,100,0,200,8739,127405,34787	v1.0-uslims3_KAUST-4673
24,986,76,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,4080,1103,4145	v1.0-uslims3_ColoState-9743
96,946,108,21,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,15339,56027,16743	v1.0-uslims3_CU_Boulder-12918
96,1046,96,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,24783,72613,153567	v1.0-uslims3_CU_Boulder-17488
192,1099,20,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,255,40430,930	v1.0-uslims3_Canterbury-2993
192,898,230,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,9699,88376,9809	v1.0-uslims3_Aalto-1718
24,1057,120,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2079,1419,2104	v1.0-uslims3_CU_Boulder-1188
96,969,150,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,77157,96604,77352	v1.0-uslims3_CU_Boulder-5774
24,775,196,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,725,1243,811	v1.0-uslims3_CU_Boulder-10415
192,906,197,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,34978,127487,37139	v1.0-uslims3_LU-384
36,1072,105,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2792,3978,3921	v1.0-uslims3_ColoState-9223
36,911,38,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,55,1903,97	v1.0-uslims3_Uni_KN-4428
192,1034,139,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,6473,89996,6879	v1.0-uslims3_Canterbury-1666
32,982,139,28,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,11879,1872,11924	v1.0-uslims3_ColoState-7618
96,1012,69,21,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,13283,39252,13288	v1.0-uslims3_CU_Boulder-6209
32,1063,154,26,2,0.0,3,1,1e-05,1,100,100,100,3,0,20,20,20,4,200,0.05,1,100,0,200,83727,176272,83747	v1.0-uslims3_UMICH-3467
192,951,89,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,10248,59305,10260	v1.0-uslims3_ColoState-9695
32,895,39,1,2,0.0,3,6,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,1,100,0,200,5186,20592,5468	v1.0-uslims3_UMassMed-4772
24,882,300,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1549,1022,2651	v1.0-uslims3_Aalto-774
24,1004,237,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,5639,1658,38984	v1.0-uslims3_mayo-3840
192,1069,249,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,31682,134224,31697	v1.0-uslims3_CAUMA-19263
192,1016,120,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,4721,51563,4738	v1.0-uslims3_CU_Boulder-1198
96,606,144,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,22374,78193,22680	v1.0-uslims3_CU_Boulder-9270
192,1047,181,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,3782,83597,4433	v1.0-uslims3_CCH-10496
16,1079,50,10,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,1,100,0,200,11294,33735,11296	v1.0-uslims3_NRC-112
36,1229,149,20,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,32570,3449,32572	v1.0-uslims3_CCH-32946
288,849,171,22,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,1006,112177,1094	v1.0-uslims3_ColoState-9178
256,992,221,26,2,0.0,3,6,1e-05,31,100,100,50,3,20,20,20,20,4,100,0.05,8,100,0,200,3038,102356,3069	v1.0-uslims3_NIST-464
24,945,150,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,15127,2198,15160	v1.0-uslims3_CU_Boulder-6014
24,1063,539,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,11475,6691,11735	v1.0-uslims3_CCH-33419
96,1126,199,1,2,0.0,3,1,1e-05,1,100,100,55,3,0,20,20,20,4,200,0.05,4,100,0,200,23654,124917,39842	v1.0-uslims3_UMICH-4150
24,1012,300,25,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,11613,3754,73394	v1.0-uslims3_UMICH-7039
36,1166,45,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,13124,5078,13217	v1.0-uslims3_ColoState-9024
32,1099,220,5,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1821,7520,1862	v1.0-uslims3_CCH-70761
24,821,195,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2731,2066,4811	v1.0-uslims3_CU_Boulder-12808
16,1093,20,33,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,51,470,55	v1.0-uslims3_Canterbury-4674
24,837,195,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,689,1304,46895	v1.0-uslims3_CU_Boulder-13018
288,1139,46,22,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,2169,107538,2442	v1.0-uslims3_ColoState-9026
128,933,196,11,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,24087,275726,24117	v1.0-uslims3_CU_Boulder-18259
192,1032,85,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,1204,45840,1537	v1.0-uslims3_CU_Boulder-682
24,1027,83,25,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3292,3546,163336	v1.0-uslims3_CU_Boulder-17927
120,1365,85,7,2,0.0,3,1,1e-05,1,100,100,12,3,0,20,20,20,4,200,0.05,5,100,0,200,4542,23730,4515	v1.0-uslims3_UoM-395
32,1052,114,26,2,0.0,3,1,1e-05,31,100,100,1,3,20,20,20,20,4,100,0.05,1,100,0,200,1789,2681,1821	v1.0-uslims3_UMICH-2271
192,1106,60,1,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,7483,77262,7495	v1.0-uslims3_CU_Boulder-2055
36,972,146,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,634,2638,754	v1.0-uslims3_ColoState-6986
96,1130,90,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,3392,42602,3457	v1.0-uslims3_IUBloom-3520
256,1020,169,26,2,0.0,3,1,1e-05,31,100,100,50,3,20,20,20,20,4,100,0.05,8,100,0,200,2192,82704,2221	v1.0-uslims3_CAUMA-12519
16,784,150,29,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,2949,31936,2951	v1.0-uslims3_UKN-21547
24,966,190,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1793,1377,2005	v1.0-uslims3_LU-294
36,1058,141,22,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,11703,5254,11771	v1.0-uslims3_ColoState-7795
24,492,600,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,5465,2571,5942	v1.0-uslims3_Aalto-981
96,1021,177,21,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,24493,81413,24515	v1.0-uslims3_AUCSOL-1182
96,988,43,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,4101,37209,4366	v1.0-uslims3_CU_Boulder-3618
24,935,9,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1514,577,1525	v1.0-uslims3_CAUMA-19916
24,1096,20,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,322,704,1059	v1.0-uslims3_UoM-15
384,983,197,7,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,16,100,0,200,463,109170,441	v1.0-uslims3_CCH-22478
36,1163,882,20,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,7597,3140,7574	v1.0-uslims3_CCH-32850
96,839,25,21,2,0.0,3,1,1e-05,1,100,100,48,3,0,20,20,20,4,200,0.05,4,100,0,200,3262,26882,3677	v1.0-uslims3_CU_Boulder-9185
32,799,43,25,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2354,2072,5663	v1.0-uslims3_UofL-804
24,901,29,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,339,1323,363	v1.0-uslims3_BC_FTC-722
24,1129,199,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3242,1917,3258	v1.0-uslims3_UMICH-4557
24,1104,91,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,653,1343,11268	v1.0-uslims3_IUBloom-3365
24,846,60,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,101,547,115	v1.0-uslims3_EPFL-2033
16,1294,80,29,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,31,580,33	v1.0-uslims3_UKN-101896
24,1118,199,16,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,1,100,0,200,79797,57821,79887	v1.0-uslims3_UMICH-3953
32,1077,421,5,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,826,7606,857	v1.0-uslims3_CCH-69953
96,865,84,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,5905,37058,5921	v1.0-uslims3_CU_Boulder-4669
24,856,169,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,4190,1790,4384	v1.0-uslims3_Aalto-109
32,794,128,26,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,1,100,0,200,3587,52792,66945	v1.0-uslims3_CAUMA-16636
96,870,48,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,2637,39177,2648	v1.0-uslims3_UofL-907
24,837,200,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,24599,6864,24780	v1.0-uslims3_CU_Boulder-10899
24,854,150,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,27593,7278,27766	v1.0-uslims3_CU_Boulder-10216
192,1073,438,25,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,4860,178383,109539	v1.0-uslims3_CCH-68545
288,915,56,22,2,0.0,3,1,1e-05,31,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,10825,126334,10912	v1.0-uslims3_ColoState-9407
32,846,65,5,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2621,6739,2658	v1.0-uslims3_CU_Boulder-19136
32,1221,46,26,-1,0.0,-1,-1,1e-05,31,100,100,50,3,20,20,20,20,4,100,0.05,1,100,0,200,6787,66133,6856	v1.0-uslims3_IUBloom-1913
72,1119,902,21,2,0.0,3,1,1e-05,1,100,100,64,3,0,20,20,20,4,200,0.05,8,100,0,200,35899,58870,41567	v1.0-uslims3_CCH-32884
24,966,45,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,245,651,236	v1.0-uslims3_UofL-577
24,789,220,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,3701,1967,3837	v1.0-uslims3_CU_Boulder-11543
96,919,79,7,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,26981,65299,26993	v1.0-uslims3_CU_Boulder-2867
16,1100,428,10,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2296,1684,9022	v1.0-uslims3_CCH-59989
16,991,99,10,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1003,963,1006	v1.0-uslims3_CCH-98520
128,1118,20,2,2,0.0,3,1,1e-05,1,100,100,8,3,0,20,20,20,4,200,0.05,2,100,0,200,68,39069,85	v1.0-uslims3_Workshop-1015
24,791,66,21,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,135,574,155	v1.0-uslims3_CU_Boulder-17833
24,855,200,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,4717,2239,4796	v1.0-uslims3_CU_Boulder-13469
24,949,677,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,23117,4037,23099	v1.0-uslims3_CCH-33784
24,1102,20,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,33,417,551	v1.0-uslims3_UoM-16
24,644,700,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,7340,3221,7411	v1.0-uslims3_Aalto-1569
96,997,45,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,2232,32307,2271	v1.0-uslims3_UofL-1241
24,1021,118,16,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,14325,3046,14366	v1.0-uslims3_CCH-12063
24,1039,20,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,472,588,10755	v1.0-uslims3_CAUMA-22702
16,1068,599,10,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,4568,2210,4571	v1.0-uslims3_CCH-68001
32,747,99,28,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,735,885,750	v1.0-uslims3_CAUMA-16310
24,1056,145,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,28109,6762,29731	v1.0-uslims3_CU_Boulder-14305
24,862,194,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,513,959,629	v1.0-uslims3_CU_Boulder-10900
32,1019,198,28,2,0.0,3,1,1e-05,31,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,42078,3890,42096	v1.0-uslims3_ColoState-9312
24,932,179,7,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2901,1120,2936	v1.0-uslims3_CU_Boulder-4752
24,310,298,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,2228,911,2232	v1.0-uslims3_UMICH-3030
96,900,200,21,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,4,100,0,200,68452,116355,98782	v1.0-uslims3_CU_Boulder-12321
32,919,26,5,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,1606,5956,1651	v1.0-uslims3_CU_Boulder-18630
192,944,39,1,2,0.0,3,1,1e-05,1,100,100,50,3,0,20,20,20,4,200,0.05,8,100,0,200,142,54956,302	v1.0-uslims3_UMassMed-5237
24,963,148,1,2,0.0,3,1,1e-05,1,100,100,1,3,0,20,20,20,4,200,0.05,1,100,0,200,43747,2009,43751	v1.0-uslims3_CU_Boulder-5096
32,991,60,26,-1,0.0,-1,-1,1e-05,31,100,100,1,3,20,20,20,20,4,100,0.05,1,100,0,200,447,1434,483	v1.0-uslims3_ColoState-3685
